,aggregated_sentiment_per_day
1391,-0.3333333333333333
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,-0.5651515151515152
1397,-1.6535714285714285
1398,0.0
1399,0.0
1400,-1.3813973063973064
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,-0.45
1407,0.0
1408,-0.25
1409,0.0
1410,-0.7987499999999998
1411,0.0
1412,0.0
1413,-0.8875
1414,0.0
1415,-0.14583333333333334
1416,-0.16666666666666666
1417,-0.22499999999999992
1418,0.0
1419,0.0
1420,0.0
1421,-0.5
1422,-0.20476190476190478
1423,-0.5291666666666667
1424,-0.016666666666666666
1425,-0.7166666666666667
1426,-0.2333333333333333
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,-0.36666666666666664
1441,-0.8949999999999999
1442,-0.5912499999999999
1443,0.0
1444,-0.12121212121212122
1445,0.0
1446,0.0
1447,-1.2183333333333333
1448,-0.16363636363636364
1449,-0.6375
1450,-1.4783333333333333
1451,-0.8944444444444446
1452,-0.2699999999999999
1453,0.0
1454,-0.03181818181818183
1455,0.0
1456,-0.5
1457,0.0
1458,-1.3555555555555556
1459,-0.21999999999999992
1460,0.0
1461,-0.6185185185185186
1462,-1.0583333333333331
1463,0.0
1464,-1.0666666666666667
1465,-0.09166666666666667
1466,-0.625
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,-0.6785714285714286
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,-1.0
1481,-0.10416666666666667
1482,-1.5499999999999998
1483,-0.13958333333333334
1484,-0.47783333333333333
1485,-0.40982142857142856
1486,-0.5
1487,0.0
1488,-0.043650793650793655
1489,-0.31825396825396823
1490,-0.2854166666666667
1491,-0.3853174603174604
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,-1.0
1498,-1.0833333333333335
1499,-0.17499999999999993
1500,0.0
1501,-0.025555555555555554
1502,0.0
1503,0.0
1504,-0.09999999999999998
1505,-0.06287878787878788
1506,0.0
1507,-0.9659126984126984
1508,0.0
1509,-0.05
1510,-0.55
1511,-0.4729166666666667
1512,-1.3823611111111114
1513,-1.225
1514,-0.7068181818181817
1515,-0.75
1516,-1.3177777777777777
1517,-0.32
1518,-0.06787878787878787
1519,0.0
1520,-1.0
1521,-0.4
1522,-0.04999999999999996
1523,0.0
1524,-0.25
1525,-1.34375
1526,-0.2916666666666667
1527,-0.8277777777777777
1528,0.0
1529,-0.39583333333333337
1530,0.0
1531,-0.6699999999999999
1532,0.0
1533,-0.08333333333333333
1534,-0.5380952380952381
1535,0.0
1536,0.0
1537,-0.39415584415584415
1538,-0.4799242424242424
1539,-1.3083333333333336
1540,-1.16875
1541,-0.1
1542,-0.5
1543,-0.1277777777777778
1544,-1.0208333333333335
1545,0.0
1546,0.0
1547,-0.11666666666666667
1548,0.0
1549,-0.26
1550,0.0
1551,-0.025
1552,0.0
1553,-1.5763888888888888
1554,-0.5
1555,-0.25
1556,0.0
1557,-0.1
1558,-0.10000000000000003
1559,0.0
1560,-0.5166666666666666
1561,-0.35
1562,0.0
1563,-1.0166666666666668
1564,-0.8483796296296298
1565,-0.15764790764790768
1566,-0.2652777777777778
1567,-0.445
1568,-0.1
1569,-0.43333333333333335
1570,-0.44999999999999996
1571,-0.35
1572,0.0
1573,-0.525
1574,0.0
1575,0.0
1576,-1.3214285714285712
1577,0.0
1578,0.0
1579,-0.07142857142857142
1580,-0.26249999999999996
1581,0.0
1582,0.0
1583,-0.5
1584,-0.05
1585,-0.45
1586,-0.3
1587,-0.125
1588,0.0
1589,0.0
1590,0.0
1591,-0.9871031746031746
1592,-2.7190476190476196
1593,0.0
1594,-0.24999999999999997
1595,0.0
1596,0.0
1597,-0.9434343434343433
1598,0.0
1599,-0.13999999999999996
1600,-0.6995555555555555
1601,-0.06861111111111114
1602,0.0
1603,-0.7363888888888889
1604,0.0
1605,0.0
1606,-0.012499999999999983
1607,-1.4441666666666668
1608,-0.3533333333333333
1609,-1.0
1610,0.0
1611,-0.15000000000000002
1612,-0.5166666666666666
1613,-0.8
1614,-0.2763888888888889
1615,-0.65
1616,0.0
1617,-0.8999999999999999
1618,-0.601190476190476
1619,-0.3375
1620,-0.805
1621,-0.2555555555555556
1622,0.0
1623,-0.2
1624,-0.3
1625,-0.30833333333333335
1626,-1.25
1627,-0.22000000000000003
1628,-0.7322222222222221
1629,-0.209375
1630,-0.1
1631,-1.1416666666666666
1632,-0.2875
1633,0.0
1634,-0.425
1635,-0.6208333333333333
1636,-1.2999999999999998
1637,-0.25
1638,-1.545304232804233
1639,-0.7111111111111111
1640,-0.13333333333333325
1641,-0.38452380952380955
1642,-0.009595959595959616
1643,0.0
1644,-0.7
1645,-1.1995833333333334
1646,-0.9
1647,-0.125
1648,0.0
1649,0.0
1650,-0.3138888888888889
1651,0.0
1652,0.0
1653,-1.185
1654,0.0
1655,-0.7562499999999999
1656,-0.23333333333333334
1657,-0.23083333333333333
1658,-0.28229166666666666
1659,0.0
1660,-0.458855648319934
1661,0.0
1662,-0.4552083333333333
1663,-0.17940972222222218
1664,-0.13888888888888887
1665,-0.2928571428571428
1666,-0.5025000000000001
1667,-0.6233333333333333
1668,-0.6965277777777779
1669,-0.9339285714285714
1670,-0.15
1671,-0.4861111111111111
1672,0.0
1673,-0.1
1674,0.0
1675,-0.16666666666666666
1676,-0.7374999999999998
1677,-0.5750000000000001
1678,-0.32625000000000004
1679,-0.525
1680,-0.4492857142857143
1681,-0.02962962962962963
1682,0.0
1683,0.0
1684,0.0
1685,-0.06666666666666667
1686,0.0
1687,0.0
1688,-0.27999999999999997
1689,-0.3714285714285714
1690,-0.37460317460317466
1691,-0.5
1692,-0.20185185185185184
1693,0.0
1694,0.0
1695,-0.1
1696,-0.3750000000000001
1697,-0.6833333333333333
1698,-0.01779761904761905
1699,-0.30925925925925923
1700,0.0
1701,-0.2604166666666667
1702,-0.24999999999999997
1703,-0.2
1704,-0.2044733044733045
1705,-0.550563973063973
1706,-0.6666666666666666
1707,-0.05396825396825398
1708,0.0
1709,-0.1514814814814815
1710,-0.8128968253968254
1711,-0.8956878306878306
1712,-0.28571428571428575
1713,-0.3
1714,-0.05
1715,-0.5586111111111112
1716,0.0
1717,-1.3270833333333334
1718,-0.13988095238095238
1719,-0.3
1720,-0.03333333333333334
1721,-0.5238888888888888
1722,-0.26666666666666666
1723,0.0
1724,0.0
1725,-0.3333333333333333
1726,-0.1736666666666666
1727,-0.17916666666666667
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,-0.065
1734,-0.5
1735,-0.21529761904761904
1736,-0.27142857142857146
1737,0.0
1738,0.0
1739,-0.0069444444444444545
1740,-0.2066813973063973
1741,-0.014545454545454539
1742,-0.26666666666666666
1743,0.0
1744,-1.5
1745,-0.46666666666666656
1746,-0.6055555555555555
1747,-0.5455555555555556
1748,-0.38749999999999996
1749,-0.225
1750,-0.14166666666666666
1751,-0.18194444444444444
1752,-0.050833333333333286
1753,-0.4125
1754,-0.6100000000000001
1755,0.0
1756,0.0
1757,-0.25
1758,-0.08333333333333333
1759,0.0
1760,-1.0699999999999998
1761,-0.8687499999999999
1762,0.0
1763,0.0
1764,-0.010714285714285723
1765,0.0
1766,0.0
1767,-0.05
1768,-0.1183333333333333
1769,-0.05666666666666666
1770,-0.04523809523809524
1771,-0.55
1772,-0.5
1773,0.0
1774,0.0
1775,0.0
1776,-0.29618055555555556
1777,0.0
1778,0.0
1779,-0.44000000000000006
1780,-0.29873737373737375
1781,-1.2583333333333333
1782,-0.9
1783,0.0
1784,0.0
1785,0.0
1786,-0.09999999999999999
1787,0.0
1788,0.0
1789,-0.4283333333333333
1790,-0.25405092592592593
1791,-0.8455555555555556
1792,-0.5225992063492064
1793,-0.15555555555555559
1794,-0.23999999999999994
1795,-0.16006944444444446
1796,-1.4585185185185185
1797,-0.2630952380952381
1798,0.0
1799,-0.2
1800,-0.6223953823953824
1801,0.0
1802,-0.9586111111111112
1803,0.0
1804,-0.600456349206349
1805,-0.4
1806,-0.8216666666666665
1807,-1.225
1808,-0.3911111111111111
1809,-0.09599999999999997
1810,-2.0045165945165944
1811,-0.04226190476190476
1812,-0.2528258778258778
1813,0.0
1814,0.0
1815,0.0
1816,-0.5623511904761904
1817,-0.8378652597402598
1818,-0.07142857142857142
1819,-0.36286976911976915
1820,-0.3791666666666667
1821,-0.6333333333333333
1822,-0.16333333333333336
1823,-1.145625
1824,0.0
1825,0.0
1826,-0.6250462962962962
1827,-0.033333333333333326
1828,-0.7292424242424244
1829,-0.3583333333333333
1830,-0.16666666666666666
1831,-0.5
1832,-0.23333333333333328
1833,-0.23999999999999994
1834,0.0
1835,-0.3555555555555555
1836,-0.5458333333333334
1837,-0.9496666666666667
1838,0.0
1839,-0.63625
1840,0.0
1841,0.0
1842,-0.44299242424242424
1843,-0.905952380952381
1844,-0.7249999999999999
1845,-1.2911471861471862
1846,0.0
1847,-0.19166666666666665
1848,-0.46222222222222215
1849,-1.0975
1850,-0.6375000000000001
1851,-0.14866402116402117
1852,-1.2149470899470898
1853,-0.09333333333333334
1854,-0.7677551020408164
1855,-1.0767857142857142
1856,-0.5991043083900227
1857,-1.045
1858,-0.7767592592592591
1859,-0.7188095238095238
1860,0.0
1861,-0.3140972222222222
1862,0.0
1863,-0.28805555555555556
1864,-0.22169913419913417
1865,-0.00694444444444442
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,-0.275
1872,-0.42888888888888893
1873,-0.21111111111111108
1874,-0.056249999999999974
1875,-1.018923611111111
1876,-0.7737499999999999
1877,-0.4875
1878,0.0
1879,-0.41999999999999993
1880,-0.04027777777777778
1881,0.0
1882,0.0
1883,-0.7864484126984126
1884,0.0
1885,-1.1166666666666667
1886,-0.05
1887,-0.17007575757575757
1888,0.0
1889,-0.305
1890,-0.47222222222222227
1891,-0.86125
1892,0.0
1893,0.0
1894,-1.209375
1895,0.0
1896,-0.075
1897,-0.08333333333333333
1898,-0.8
1899,-0.31554232804232807
1900,-0.7777777777777777
1901,-0.0031250000000000028
1902,-1.1209876543209873
1903,-1.0830357142857143
1904,-0.20625000000000002
1905,-0.4708333333333333
1906,0.0
1907,-0.6325132275132276
1908,0.0
1909,-1.935050505050505
1910,-0.09999999999999999
1911,-0.011333333333333306
1912,-0.9520408163265304
1913,-0.9510476190476191
1914,-0.16666666666666666
1915,-0.3987499999999999
1916,-0.43410714285714275
1917,-0.2047619047619047
1918,0.0
1919,-0.026666666666666682
1920,-0.23333333333333334
1921,-0.05555555555555555
1922,-0.08785714285714286
1923,-0.033333333333333326
1924,-0.5019642857142856
1925,-1.75
1926,-0.62
1927,-1.1108333333333331
1928,-0.7152777777777778
1929,-0.9048359788359788
1930,-1.2567857142857142
1931,-1.300238095238095
1932,-0.5883838383838383
1933,-0.022222222222222216
1934,0.0
1935,-0.3588888888888889
1936,-0.6728787878787879
1937,0.0
1938,-0.20312499999999997
1939,-0.5071401515151515
1940,-0.3835479797979798
1941,-1.3613690476190474
1942,-0.08541666666666667
1943,-1.136060606060606
1944,-0.01607142857142857
1945,-0.2857142857142857
1946,-0.31174999999999997
1947,-1.0445833333333332
1948,-0.16666666666666666
1949,-0.4714285714285715
1950,0.0
1951,-0.6450189933523267
1952,-0.43337301587301585
1953,-0.5045454545454546
1954,-0.052976190476190496
1955,-0.5216666666666666
1956,-0.04642857142857141
1957,-0.371875
1958,-0.6624999999999999
1959,-0.5
1960,-0.08333333333333329
1961,-0.4388888888888889
1962,-0.24074074074074073
1963,-0.09583333333333328
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,-0.31222222222222223
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,-0.46189898989898986
1976,-0.2916666666666667
1977,-0.09799999999999998
1978,0.0
1979,-0.30625
1980,-0.0006349206349206771
1981,-0.14583333333333334
1982,-0.006060606060606054
1983,0.0
1984,-0.3791666666666667
1985,0.0
1986,0.0
1987,-0.34363005050505047
1988,-0.5111111111111111
1989,-1.4041666666666668
1990,-0.32999999999999996
1991,-0.5166666666666666
1992,-0.17676767676767677
1993,-0.37083333333333335
1994,-1.0925
1995,-0.9534722222222223
1996,-0.2
1997,-1.0044221981721981
1998,-0.033333333333333326
1999,-1.2202380952380951
2000,0.0
2001,-0.3847619047619047
2002,-0.7823015873015873
2003,-1.783584656084656
2004,-0.3053571428571429
2005,0.0
2006,-1.507222222222222
2007,-0.65
2008,-0.17148148148148146
2009,-0.20000000000000004
2010,-0.4375
2011,-0.18
2012,-0.3821428571428572
2013,-0.0916666666666667
2014,0.0
2015,-0.19999999999999998
2016,-0.0038961038961038735
2017,0.0
2018,-0.40656249999999994
2019,0.0
2020,-0.03787878787878788
2021,-0.1
2022,-0.06666666666666667
2023,0.0
2024,-0.5179591836734694
2025,-0.8787037037037038
2026,0.0
2027,-0.19999999999999998
2028,-0.3
2029,-0.3791666666666666
2030,-1.3672619047619048
2031,-0.5395833333333333
2032,-0.16666666666666666
2033,-0.14166666666666666
2034,0.0
2035,0.0
2036,-0.5899999999999999
2037,-0.5333333333333333
2038,-0.13944444444444448
2039,-0.2916666666666667
2040,-1.5074603174603176
2041,-0.33038194444444446
2042,0.0
2043,-0.16666666666666666
2044,-0.26964285714285713
2045,-0.2049999999999999
2046,-0.8678571428571428
2047,0.0
2048,-0.46261904761904754
2049,-0.27421717171717164
2050,0.0
2051,-0.08750000000000002
2052,-0.40340909090909094
2053,-0.1888888888888889
2054,-0.5170833333333333
2055,-0.07083333333333333
2056,-0.4767857142857143
2057,-0.5833333333333333
2058,0.0
2059,0.0
2060,-0.8749603174603173
2061,-0.4168181818181818
2062,-1.4090178571428573
2063,-0.04999999999999999
2064,-0.678125
2065,-0.06499999999999999
2066,0.0
2067,-0.3
2068,-0.22499999999999992
2069,-0.8148611111111109
2070,-0.3061111111111111
2071,-0.33238095238095233
2072,0.0
2073,-0.55
2074,-0.22291666666666665
2075,-0.5231481481481481
2076,-0.6605194805194805
2077,-0.11049768518518521
2078,-0.3424007936507937
2079,-0.4666666666666667
2080,0.0
2081,0.0
2082,-0.4695833333333334
2083,-0.5
2084,-0.2533333333333333
2085,-0.19795918367346937
2086,-1.1096969696969698
2087,-0.09107142857142857
2088,-0.23642857142857138
2089,-0.0925925925925926
2090,-0.7383838383838383
2091,-0.6316666666666666
2092,0.0
2093,-0.23222222222222225
2094,-0.5246825396825396
2095,-0.38958333333333334
2096,-0.27972222222222226
2097,0.0
2098,-0.11666666666666667
2099,0.0
2100,0.0
2101,0.0
2102,-0.03125
2103,-0.7916666666666667
2104,0.0
2105,-0.5759753787878789
2106,-0.5284090909090909
2107,-0.20833333333333334
2108,0.0
2109,-0.7942129629629631
2110,0.0
2111,0.0
2112,-0.7079040404040403
2113,-0.675
2114,-0.9304563492063492
2115,-1.1150793650793651
2116,-0.6
2117,-0.8699999999999998
2118,0.0
2119,-0.16166666666666668
2120,-0.04333333333333335
2121,-0.125
2122,-0.2597916666666667
2123,0.0
2124,-0.18214285714285716
2125,0.0
2126,-0.4354545454545454
2127,-0.944047619047619
2128,-0.7757007575757576
2129,-0.3833333333333333
2130,-0.5
2131,-0.8099999999999999
2132,0.0
2133,-0.037500000000000006
2134,-0.0976190476190476
2135,-0.22222222222222224
2136,-0.7546031746031745
2137,-0.5888888888888889
2138,-0.9090909090909092
2139,-0.2438194444444445
2140,-1.2094444444444445
2141,-0.8452272727272727
2142,-0.10742857142857146
2143,-0.7416666666666667
2144,-0.24761904761904763
2145,-0.4374999999999999
2146,0.0
2147,0.0
2148,0.0
2149,-0.5166666666666667
2150,-0.19523809523809527
2151,-1.920116341991342
2152,-0.5827272727272728
2153,-0.42194444444444446
2154,-0.22016666666666662
2155,0.0
2156,-0.07777777777777779
2157,0.0
2158,-1.2182987012987012
2159,-0.15000000000000002
2160,-1.075
2161,-0.2833333333333333
2162,0.0
2163,-1.0216666666666667
2164,-0.3985969387755102
2165,-0.8927777777777778
2166,-0.6106632996632996
2167,-2.0632467532467533
2168,-0.14247732426303852
2169,-1.6069444444444443
2170,-0.28300000000000003
2171,-0.18666666666666665
2172,-0.4
2173,-0.9839030612244899
2174,-0.2
2175,-0.5869047619047618
2176,-0.19399999999999992
2177,-1.3191747835497836
2178,-0.5333333333333333
2179,-0.007142857142857159
2180,-0.025000000000000022
2181,-0.08787878787878789
2182,-0.42334401709401703
2183,-0.5278787878787878
2184,-0.7318888888888889
2185,-0.25
2186,0.0
2187,-0.6557142857142857
2188,-0.12
2189,-0.6666666666666667
2190,-0.6925000000000001
2191,-0.3
