,aggregated_sentiment_per_day
379,0.0
380,0.0
381,-0.29848484848484846
382,0.0
383,0.0
384,0.0
385,-0.8625
386,-0.3888888888888889
387,-0.024999999999999994
388,-1.4
389,-0.15000000000000002
390,-2.2516666666666665
391,-0.45185185185185184
392,-3.071296296296296
393,-1.518276515151515
394,0.0
395,-0.8333333333333331
396,-0.5333333333333333
397,-1.0444444444444445
398,-0.15000000000000002
399,-0.6416666666666666
400,-0.789375
401,-0.7875
402,-0.225
403,-0.6458333333333333
404,-5.137083333333334
405,-1.9124999999999999
406,-2.0441765873015876
407,-0.1
408,-0.9305555555555556
409,-0.9494444444444444
410,-0.19999999999999998
411,-0.2916666666666667
412,-0.8532738095238094
413,-1.1749999999999998
414,-0.4
415,-1.3353759666259668
416,-0.790909090909091
417,0.0
418,-1.1166666666666667
419,0.0
420,-0.4305555555555556
421,-0.5133333333333334
422,0.0
423,-0.29999999999999993
424,-0.35
425,-0.5333333333333333
426,-0.16666666666666666
427,-0.41477272727272735
428,0.0
429,-1.8854166666666665
430,-0.478
431,0.0
432,-0.42380952380952386
433,-0.48888888888888893
434,-2.365972222222222
435,0.0
436,-0.5833333333333334
437,-0.8357142857142857
438,-0.2
439,0.0
440,-0.9249999999999998
441,-0.1
442,0.0
443,-0.6472222222222224
444,0.0
445,0.0
446,0.0
447,-1.5069444444444446
448,-0.7772727272727272
449,-0.0056000000000000424
450,-0.24444444444444446
451,-0.016666666666666663
452,-2.1333333333333333
453,-0.6071428571428571
454,-2.498888888888889
455,-1.5583333333333333
456,-0.8
457,-0.14
458,-0.38181818181818183
459,-0.7
460,0.0
461,-1.3149621212121212
462,-0.025
463,-0.135
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,-0.39999999999999997
472,-0.39722222222222225
473,-2.555601851851852
474,-0.31142857142857144
475,-0.746875
476,-3.0166666666666666
477,-0.26000000000000006
478,-0.1425925925925926
479,-0.03000000000000002
480,0.0
481,-1.7289351851851853
482,-0.6999999999999998
483,-0.03181818181818183
484,-1.786473429951691
485,-0.24583333333333335
486,-0.05
487,-0.4694444444444445
488,0.0
489,-0.4000000000000001
490,-0.8818181818181818
491,0.0
492,-0.819760101010101
493,-0.675
494,-1.0604166666666668
495,0.0
496,-0.6824074074074075
497,-1.0388888888888888
498,-1.6888888888888889
499,-0.3833333333333333
500,-0.3
501,-0.9962626262626262
502,0.0
503,-1.1133333333333333
504,-1.4099999999999997
505,0.0
506,0.0
507,-0.6999999999999998
508,0.0
509,0.0
510,-0.5118055555555556
511,-0.25
512,-2.1083333333333334
513,-0.35
514,-0.8166666666666667
515,-1.4000000000000001
516,-1.0317460317460319
517,-0.14022727272727276
518,-0.5524305555555555
519,-0.4083333333333333
520,-1.2201058201058201
521,-4.154629629629629
522,-1.6897637085137087
523,-0.7999999999999999
524,-1.6675
525,-0.45
526,-0.5154761904761905
527,-0.39374999999999993
528,-1.0878787878787877
529,-0.1
530,-0.7729166666666665
531,-1.7062499999999998
532,-0.8107142857142857
533,-0.8
534,-0.25
535,-1.4791666666666665
536,0.0
537,-0.025000000000000005
538,-0.8538359788359788
539,-0.5999999999999999
540,-1.9849999999999997
541,-1.0285714285714285
542,-0.7596428571428571
543,-3.0047619047619047
544,-0.037268518518518534
545,0.0
546,-0.21250000000000002
547,-1.6507575757575756
548,-2.9779761904761908
549,-0.7499999999999999
550,-0.25
551,-0.7333333333333334
552,-0.9214285714285715
553,-0.35000000000000003
554,0.0
555,0.0
556,-0.00833333333333336
557,0.0
558,-0.019999999999999997
559,-1.2233333333333332
560,-0.96
561,-0.11666666666666667
562,-0.22333333333333333
563,-0.04910714285714286
564,-0.39722222222222225
565,-0.9277777777777777
566,-0.8999999999999999
567,0.0
568,-1.5000000000000002
569,0.0
570,-0.43333333333333335
571,-0.15555555555555559
572,-0.29999999999999993
573,-3.8777248677248677
574,-0.8731944444444446
575,-1.3283730158730158
576,-0.09999999999999992
577,0.0
578,0.0
579,0.0
580,-0.703968253968254
581,-1.1487142857142858
582,-0.4401515151515152
583,-1.159570707070707
584,-0.29375
585,-0.6999999999999998
586,0.0
587,-0.7
588,-0.4000000000000001
589,-0.6180555555555556
590,-0.4000000000000001
591,-0.5184567901234568
592,-1.2404761904761905
593,0.0
594,0.0
595,0.0
596,-1.775378787878788
597,0.0
598,-0.10000000000000003
599,0.0
600,-0.025000000000000036
601,-0.9166991341991343
602,-0.6449134199134199
603,-0.6125
604,-0.1
605,-0.6166666666666668
606,0.0
607,-1.5861111111111112
608,-3.848888888888889
609,-3.5590277777777777
610,-2.6435185185185186
611,-1.1821428571428572
612,-0.4208333333333334
613,-0.024999999999999994
614,0.0
615,-1.7979166666666668
616,-0.04818181818181823
617,-1.0783333333333334
618,-0.6627272727272728
619,-0.3555555555555556
620,0.0
621,0.0
622,0.0
623,-2.503333333333333
624,-1.0013257575757577
625,0.0
626,-0.325
627,0.0
628,-1.6395833333333334
629,-0.1159090909090909
630,-3.4451515151515153
631,-2.050925925925926
632,0.0
633,-0.3321428571428571
634,-0.10625000000000001
635,-1.7031746031746031
636,-2.2111111111111112
637,-2.491666666666667
638,-0.025
639,0.0
640,0.0
641,-0.9666666666666666
642,-0.10714285714285715
643,-0.586111111111111
644,-0.8093333333333332
645,-0.12747252747252746
646,0.0
647,-0.08000000000000002
648,-0.6445791245791246
649,-0.16666666666666666
650,0.0
651,0.0
652,0.0
653,-0.5066666666666667
654,-0.2916666666666667
655,-0.025000000000000022
656,-0.25
657,-2.604069264069264
658,-0.4416666666666667
659,-1.3694444444444442
660,0.0
661,0.0
662,-0.45
663,-0.3333333333333333
664,-1.1249999999999998
665,0.0
666,0.0
667,-0.18750000000000003
668,-0.7564393939393939
669,0.0
670,0.0
671,0.0
672,-0.005555555555555573
673,-0.4071428571428571
674,-0.8
675,-0.29791666666666666
676,0.0
677,0.0
678,0.0
679,-0.04722222222222224
680,-0.0666666666666667
681,0.0
682,-0.005555555555555573
683,0.0
684,0.0
685,-1.0363247863247864
686,-0.7833333333333334
687,-0.025
688,-0.8333333333333333
689,-0.7870833333333334
690,0.0
691,-0.5777777777777778
692,-0.9270833333333334
693,-0.6
694,-1.542089947089947
695,-0.5
696,-0.24722222222222223
697,-0.09583333333333334
698,-0.12121212121212122
699,-0.2041666666666667
700,-0.36944444444444446
701,-0.8425084175084175
702,-0.8000000000000002
703,0.0
704,-0.25000000000000006
705,-6.840136054421769
706,-2.0689285714285717
707,-0.9333333333333333
708,-0.15000000000000002
709,-2.9916666666666663
710,-0.6145833333333333
711,-0.8916666666666667
712,-0.5381944444444444
713,-1.1179166666666664
714,-2.36489898989899
715,-1.1735472370766489
716,-0.06250000000000004
717,-0.025
718,-0.39621212121212124
719,0.0
720,-0.45
721,-0.7972222222222222
722,-1.0
723,-0.5333333333333333
724,-0.9872685185185186
725,-0.445
726,-0.20000000000000004
727,-0.625
728,-0.19434523809523813
729,-1.4939999999999998
730,0.0
731,-0.16666666666666666
732,-0.42500000000000004
733,0.0
734,-0.22483660130718952
735,-1.09995670995671
736,-0.6979166666666666
737,-0.7111111111111111
738,-0.7249999999999999
739,-0.12416666666666672
740,0.0
741,-0.8388888888888888
742,-0.2916666666666667
743,-1.2015151515151514
744,-0.7803571428571429
745,-0.36666666666666664
746,-1.4206349206349205
747,-0.10000000000000002
748,-0.22272727272727275
749,-0.36000000000000004
750,-0.28055555555555556
751,-1.8256349206349203
752,-0.16507936507936508
753,-0.4000000000000001
754,-2.2810683760683763
755,-0.5109900284900284
756,-0.3499999999999999
757,-0.033333333333333326
758,0.0
759,-1.5737373737373737
760,-0.11666666666666665
761,-0.17857142857142858
762,-0.06250000000000003
763,0.0
764,0.0
765,0.0
766,-1.2409090909090907
767,0.0
768,0.0
769,-0.6208333333333333
770,0.0
771,-0.15
772,0.0
773,-0.8401515151515151
774,-0.10069444444444445
775,-0.1875
776,-0.9535714285714286
777,-0.175
778,-0.4000000000000001
779,-2.007878787878788
780,-0.22361111111111115
781,-0.5314814814814814
782,-1.0400000000000003
783,-0.5333333333333334
784,-1.4421296296296295
785,-1.9403769841269842
786,-2.424404761904762
787,-2.4975
788,-3.185277777777778
789,-0.7825757575757577
790,-0.6747685185185185
791,-0.85
792,-1.9001666666666668
793,-0.8935185185185186
794,-0.2394675925925926
795,-0.8183333333333334
796,-0.6083333333333333
797,-1.3666666666666667
798,-0.15555555555555559
799,-0.7
800,-3.2565295815295814
801,-1.05
802,-1.6398015873015874
803,-0.25
804,-2.605753968253968
805,-2.1011574074074075
806,-0.35041666666666677
807,-2.9
808,-0.38288640371973703
809,-1.0746031746031748
810,-2.0796875000000004
811,-1.3314123376623377
812,-1.0819444444444444
813,-1.9395833333333332
814,-0.08333333333333333
815,0.0
816,0.0
817,-0.075
818,-1.0166666666666668
819,-0.7277777777777779
820,-1.0936507936507938
821,-0.9097222222222223
822,-1.6768518518518518
823,0.0
824,-0.4729166666666667
825,-0.08333333333333333
826,-1.025
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,-0.4
836,-0.9839285714285715
837,-0.29125
838,-0.03
839,-0.6300000000000001
840,-1.1614718614718615
841,0.0
842,0.0
843,-0.3533333333333335
844,0.0
845,0.0
846,-0.07777777777777779
847,-1.0740632515632513
848,-2.960277777777778
849,0.0
850,-0.06666666666666667
851,-0.8
852,-0.8250000000000001
853,-1.6964285714285718
854,-0.7275
855,-1.0833333333333333
856,-0.0833333333333333
857,-0.9750000000000001
858,-0.8666666666666666
859,-1.0
860,-0.21851851851851853
861,-0.5166666666666667
862,0.0
863,-0.017045454545454548
864,0.0
865,-0.1999999999999999
866,0.0
867,-1.8340277777777776
868,-3.2430555555555554
869,-1.9500000000000002
870,-0.44999999999999996
871,-2.2684523809523807
872,-0.7291666666666667
873,0.0
874,-0.125
875,0.0
876,-0.7044642857142858
877,-1.1004629629629632
878,-1.0
879,-1.2636574074074076
880,-0.29238095238095246
881,-0.6444444444444444
882,-2.0146825396825396
883,-1.9607142857142856
884,-0.11694444444444445
885,-0.26250000000000007
886,-0.4854166666666666
887,0.0
888,-0.024999999999999994
889,-1.6487349687349688
890,-5.380426587301587
891,-0.36874999999999997
892,-1.6291666666666664
893,-0.41851851851851857
894,-2.9370304232804236
895,-0.33978174603174605
896,-0.1416666666666667
897,-0.374621212121212
898,-1.0
899,0.0
900,0.0
901,-1.8750000000000002
902,-0.08787878787878792
903,-0.7139285714285715
904,-1.1900000000000002
905,-0.4665674603174604
906,-0.04999999999999996
907,-0.7708333333333334
908,-0.6003787878787878
909,-0.41613997113997114
910,-0.6666666666666667
911,-0.6316378066378068
912,-0.5836734693877551
913,-2.807043650793651
914,-0.43
915,-0.3630578512396695
916,-0.39
917,-0.7854166666666667
918,-0.23333333333333328
919,-3.3700757575757576
920,-2.2111111111111112
921,-1.2416666666666667
922,-1.638888888888889
923,-0.7010582010582012
924,-1.24375
925,0.0
926,-0.10714285714285715
927,-3.274074074074074
928,-1.5678282828282828
929,-0.016291951775822766
930,-2.608333333333333
931,-0.2750000000000001
932,-1.1045833333333335
933,-0.93125
934,-0.68
935,-0.13181818181818186
936,-0.55
937,-1.2196969696969697
938,-0.5555555555555557
939,-1.6111111111111112
940,-0.10000000000000003
941,0.0
942,0.0
943,-0.76
944,-2.325
945,-0.2878787878787879
946,-1.3621212121212123
947,-1.565151515151515
948,-0.8222222222222222
949,-0.009595959595959616
950,-0.7095291005291006
951,-0.195
952,-1.5745454545454542
953,-0.8867063492063493
954,-0.5
955,-0.963888888888889
956,-0.6666666666666666
957,-1.4375
958,-1.4498677248677247
959,-1.531845238095238
960,-3.2416666666666667
961,-0.6755050505050504
962,-0.4780733155733155
963,0.0
964,-1.8956439393939393
965,-1.148611111111111
966,-1.3479166666666667
967,-1.0125000000000002
968,-1.4628787878787877
969,0.0
970,-0.5047619047619047
971,-1.2358333333333333
972,0.0
973,-0.39999999999999997
974,-0.4044642857142857
975,-1.0875
976,-0.5
977,-0.25
978,-0.3125
979,0.0
980,-1.109375
981,-1.8191161616161615
982,-1.7777777777777777
983,0.0
984,-0.59375
985,-0.25
986,0.0
987,-0.6742424242424243
988,0.0
989,-1.7290800865800864
990,-0.867962962962963
991,-1.103388888888889
992,0.0
993,-0.9412698412698411
994,-4.053749999999999
995,-0.225
996,-2.0916666666666663
997,-0.14090909090909087
998,0.0
999,-0.8333333333333333
1000,0.0
1001,-0.15833333333333333
1002,-0.75
1003,-0.1875
1004,0.0
1005,-0.6726851851851852
1006,-0.30138888888888893
1007,-0.9404464285714287
1008,-0.4175
1009,-1.5625
1010,-1.036875
1011,-1.6095039682539682
1012,-1.6482480694980692
1013,-0.47500000000000003
1014,-0.48333333333333334
1015,-0.15555555555555559
1016,-1.4583333333333333
1017,-0.20757575757575758
1018,-0.08730158730158731
1019,-1.5020833333333334
1020,-0.25
1021,-1.389563492063492
1022,-1.9072089947089945
1023,-0.9042658730158729
1024,-3.868055555555556
1025,-1.5422222222222224
1026,-0.35218253968253965
1027,-2.1706250000000002
1028,0.0
1029,0.0
1030,-1.4166666666666665
1031,-0.8986631016042781
1032,0.0
1033,-0.9472222222222223
1034,-0.23333333333333336
1035,-2.2
1036,-1.6466666666666667
1037,-0.6311111111111112
1038,-0.3
1039,0.0
1040,-0.6883333333333335
1041,-1.4333333333333331
1042,-0.3305555555555555
1043,-1.272685185185185
1044,-0.4134375
1045,-1.1355555555555554
1046,-2.2214285714285715
1047,-0.7607142857142858
1048,-0.5357777777777777
1049,-0.5
1050,-1.9330026455026454
1051,-0.6175
1052,-1.15
1053,0.0
1054,-0.6631944444444444
1055,-0.5722222222222222
1056,-0.18999999999999997
1057,-0.625
1058,-0.65
1059,0.0
1060,-0.425
1061,-0.42499999999999993
1062,-0.13888888888888892
1063,0.0
1064,-0.22499999999999998
1065,0.0
1066,0.0
1067,-0.5068181818181818
1068,0.0
1069,-1.0208333333333335
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,-0.16790909090909095
1076,0.0
1077,-0.15
1078,0.0
1079,-0.3111111111111111
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,-0.5433862433862433
1085,-0.5159090909090909
1086,0.0
1087,-0.19999999999999993
1088,-0.20208333333333334
1089,-0.25555555555555554
1090,-0.1875
1091,-0.1
1092,-0.18
1093,0.0
1094,-0.53125
1095,-0.36785714285714277
1096,-0.625
1097,-0.026086956521739143
1098,-0.625
1099,-1.2999999999999998
1100,-0.2995833333333333
1101,0.0
1102,0.0
1103,-0.4702380952380951
1104,-0.3500000000000001
1105,-1.605
1106,-1.1784090909090907
1107,-1.0454040404040401
1108,-1.0436507936507937
1109,-0.5908333333333333
1110,-0.22391369047619053
1111,-1.4630952380952382
1112,0.0
1113,-0.723469387755102
1114,0.0
1115,-0.16249999999999995
1116,0.0
1117,-0.42833333333333334
1118,-0.09629629629629631
1119,-0.4
1120,0.0
1121,-0.5499999999999999
1122,-1.8098214285714285
1123,-1.2875
1124,-1.0
1125,-0.8384375
1126,-0.6908297258297257
1127,-0.5800000000000001
1128,-0.3499999999999999
1129,-0.1
1130,-0.26666666666666666
1131,-0.7166666666666667
1132,-1.173478835978836
1133,-0.8075757575757577
1134,0.0
1135,-0.06694444444444447
1136,-0.053571428571428624
1137,0.0
1138,0.0
1139,-0.65
1140,0.0
1141,-0.6527272727272726
1142,-0.5
1143,0.0
1144,0.0
1145,-1.0
1146,-1.1183333333333334
1147,-0.8999999999999999
1148,-1.5547619047619046
1149,-0.30000000000000004
1150,-0.59
1151,-1.3555555555555554
1152,-0.8714285714285714
1153,-0.43333333333333335
1154,-0.9108333333333334
1155,-0.4470238095238095
1156,-1.7699166666666668
1157,-0.3
1158,-1.3083333333333333
1159,0.0
1160,-0.6675
1161,0.0
1162,-0.5083333333333333
1163,-1.43125
1164,-0.08333333333333333
1165,-0.2
1166,-0.36250000000000004
1167,-0.9937499999999999
1168,-0.14375
1169,0.0
1170,0.0
1171,-0.21428571428571427
1172,0.0
1173,-2.0708333333333333
1174,-1.6394276094276092
1175,-1.4892676767676767
1176,-2.130185185185185
1177,-1.378821733821734
1178,-0.31222222222222223
1179,-2.8394444444444447
1180,-2.155208333333333
1181,-1.2
1182,-2.8444444444444446
1183,-1.077777777777778
1184,-0.35
1185,0.0
1186,-0.8749999999999998
1187,-1.1705952380952382
1188,-0.3525
1189,0.0
1190,-0.175
1191,-1.3055555555555556
1192,0.0
1193,-1.6633333333333333
1194,-0.5455555555555556
1195,-1.541666666666667
1196,-0.24511141863600883
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,-0.3
1202,0.0
1203,-0.623215811965812
1204,-0.9104166666666667
1205,-0.15555555555555559
1206,-0.8877777777777778
1207,-0.32000000000000006
1208,-0.3916666666666667
1209,-0.0131172839506173
1210,-1.9495833333333334
1211,0.0
1212,0.0
1213,0.0
1214,-0.2725
1215,-0.2510606060606061
1216,-0.4146666666666667
1217,-0.22272727272727272
1218,-0.590326797385621
1219,-0.10185185185185186
1220,-0.6833333333333333
1221,-0.771875
1222,-0.9409722222222222
1223,0.0
1224,0.0
1225,-0.08333333333333333
1226,-0.1
1227,-0.00566534914361004
1228,0.0
1229,-2.1126388888888887
1230,0.0
1231,-0.2833333333333333
1232,-0.4
1233,-0.3416666666666667
1234,0.0
1235,-0.02777777777777779
1236,-0.3985119047619048
1237,-0.09999999999999992
1238,0.0
1239,-2.765972222222222
1240,-0.25
1241,-0.04999999999999997
1242,-1.9533333333333331
1243,-0.49939999999999996
1244,-0.1
1245,-0.14583333333333334
1246,-0.43333333333333335
1247,-3.5083333333333333
1248,-0.1
1249,0.0
1250,-0.4277777777777777
1251,-2.0666666666666664
1252,-3.3038888888888893
1253,-0.4375
1254,-0.05
1255,0.0
1256,0.0
1257,-0.30000000000000004
1258,-1.9476094276094273
1259,-0.9363756613756614
1260,-0.34305555555555556
1261,-0.7708333333333334
1262,-4.371428571428572
1263,-0.4125
1264,-0.7016666666666667
1265,-0.65
1266,-0.19166666666666665
1267,-0.9833333333333332
1268,-0.1
1269,-1.0
1270,-0.8944055944055944
1271,0.0
1272,0.0
1273,0.0
1274,-0.71875
1275,-0.3055555555555555
1276,0.0
1277,-0.31333333333333335
1278,0.0
1279,0.0
1280,-0.26515151515151514
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,-0.7866666666666665
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,-0.19999999999999996
1293,-0.42
1294,0.0
1295,-0.5818181818181818
1296,0.0
1297,-0.2916666666666667
1298,0.0
1299,-0.2
1300,-1.7740972222222222
1301,-0.13257575757575757
1302,-0.8499999999999999
1303,-0.8
1304,-0.125
1305,0.0
1306,-0.625
1307,-1.0110606060606062
1308,-0.04166666666666663
1309,-0.1462121212121212
1310,0.0
1311,-1.0
1312,0.0
1313,-0.4666666666666667
1314,0.0
1315,-0.825595238095238
1316,-0.06818181818181818
1317,0.0
1318,-0.3731944444444444
1319,-0.25
1320,-0.05
1321,-0.25
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,-0.41666666666666663
1327,-0.3666666666666666
1328,0.0
1329,0.0
1330,0.0
1331,-0.07333333333333333
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,-0.3666666666666667
1337,-1.525
1338,-1.5758333333333332
1339,-0.7874999999999999
1340,-0.3
1341,-0.1
1342,-0.7366666666666667
1343,-0.19036111111111106
1344,-0.295
1345,-0.44333333333333336
1346,-0.7833333333333333
1347,-0.6066666666666667
1348,-0.5666666666666667
1349,-0.5769480519480519
1350,-0.25
1351,-0.765
1352,-0.3791666666666666
1353,-0.05
1354,0.0
1355,0.0
1356,-0.6999999999999998
1357,0.0
1358,0.0
1359,-1.21875
1360,-0.8499999999999999
1361,-0.22000000000000003
1362,-0.6589285714285714
1363,-1.5708333333333333
1364,-0.6999999999999998
1365,-0.3375
1366,-0.6999999999999998
1367,-1.4375
1368,-1.4229166666666666
1369,-2.0462499999999997
1370,-0.74
1371,-0.60625
1372,-1.275
1373,-1.5035714285714286
1374,-0.005555555555555573
1375,-0.61875
1376,-0.4222222222222223
1377,-0.9058333333333333
1378,0.0
1379,-0.5
1380,-1.2333333333333332
1381,-0.8499999999999999
1382,-0.29285714285714287
1383,-0.11166666666666666
1384,0.0
1385,-0.1776785714285714
1386,-0.3333333333333333
1387,0.0
1388,0.0
1389,-1.375
1390,-0.06666666666666665
