week,actors,cumulative
149,"[{'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 3}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 2}, {'name': '@WSJ', 'frequency': 1}, {'name': '@FaceTheNation', 'frequency': 4}, {'name': '@realDonaldTrump', 'frequency': 3}, {'name': '@NBC', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@chucktodd', 'frequency': 1}, {'name': '@RealBenCarson', 'frequency': 1}, {'name': '@meetthepress', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@politico', 'frequency': 1}, {'name': '@NYDailyNews', 'frequency': 1}, {'name': '@The', 'frequency': 1}]",25
150,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 8}, {'name': '@FoxBusiness', 'frequency': 1}, {'name': '@LindseyGrahamSC', 'frequency': 1}, {'name': '@WSJ', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 7}, {'name': '@DiamondandSilk', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 2}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@RealBenCarson', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 14}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@EWErickson', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@PeteRose', 'frequency': 1}, {'name': '@GolfChannel', 'frequency': 1}]",50
151,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@LindseyGrahamSC', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 9}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 2}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@tedcruz', 'frequency': 1}, {'name': '@ThisWeekABC', 'frequency': 2}, {'name': '@GStephanopoulos', 'frequency': 1}, {'name': '@The', 'frequency': 2}]",28
152,"[{'name': '@CNN', 'frequency': 3}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@GOP', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 5}, {'name': '@ABC', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@Reince', 'frequency': 1}, {'name': '@chucktodd', 'frequency': 2}, {'name': '@AC360', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 2}, {'name': '@tedcruz', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@David', 'frequency': 1}]",25
153,"[{'name': '@CNN', 'frequency': 2}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 4}, {'name': '@BretBaier', 'frequency': 1}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@FaceTheNation', 'frequency': 2}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 17}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@FoxNewsSunday', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@greta', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 2}, {'name': '@tedcruz', 'frequency': 2}]",39
154,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 5}, {'name': '@WSJ', 'frequency': 1}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 15}, {'name': '@DiamondandSilk', 'frequency': 1}, {'name': '@Reince', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@Trump', 'frequency': 2}, {'name': '@andersoncooper', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@The', 'frequency': 3}]",37
155,"[{'name': '@CNN', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 3}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 2}, {'name': '@DonaldJTrumpJr', 'frequency': 1}]",10
156,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 2}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@JudgeJeanine', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@jaketapper', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@DiamondandSilk', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 2}, {'name': '@Mike', 'frequency': 1}, {'name': '@AC360', 'frequency': 1}, {'name': '@greta', 'frequency': 1}, {'name': '@AP', 'frequency': 1}, {'name': '@tedcruz', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",21
157,"[{'name': '@CNN', 'frequency': 1}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@BretBaier', 'frequency': 1}, {'name': '@LindseyGrahamSC', 'frequency': 1}, {'name': '@FaceTheNation', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@Morning', 'frequency': 2}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@FoxNewsSunday', 'frequency': 1}, {'name': '@JoeNBC', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",16
158,"[{'name': '@CNN', 'frequency': 4}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@MariaBartiromo', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@JudgeJeanine', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 1}, {'name': '@thehill', 'frequency': 1}, {'name': '@FaceTheNation', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 5}, {'name': '@SenateMajLdr', 'frequency': 1}, {'name': '@SpeakerRyan', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@meetthepress', 'frequency': 1}, {'name': '@AP', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@Chris', 'frequency': 1}]",28
159,"[{'name': '@nytimes', 'frequency': 21}, {'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 5}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@LouDobbs', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@NRA', 'frequency': 4}, {'name': '@WSJ', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 29}, {'name': '@DiamondandSilk', 'frequency': 1}, {'name': '@SpeakerRyan', 'frequency': 1}, {'name': '@piersmorgan', 'frequency': 1}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 15}, {'name': '@Trump', 'frequency': 3}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 2}, {'name': '@Chris', 'frequency': 1}]",97
160,"[{'name': '@nytimes', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 5}, {'name': '@marcorubio', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 2}, {'name': '@kimguilfoyle', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",16
161,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@seanhannity', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@JudgeJeanine', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 7}, {'name': '@NBC', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@TrumpTurnberry', 'frequency': 3}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@J', 'frequency': 2}]",28
162,"[{'name': '@CNN', 'frequency': 2}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 11}, {'name': '@Morning', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@FrankCaliendo', 'frequency': 1}, {'name': '@MikeAndMike', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@The', 'frequency': 1}]",24
163,"[{'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 3}, {'name': '@Reince', 'frequency': 1}, {'name': '@greta', 'frequency': 1}]",9
164,"[{'name': '@LouDobbs', 'frequency': 2}, {'name': '@FoxBusiness', 'frequency': 2}, {'name': '@EricTrump', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 5}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 3}, {'name': '@Trump', 'frequency': 3}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@J', 'frequency': 1}]",22
165,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@washingtonpost', 'frequency': 2}, {'name': '@CNN', 'frequency': 1}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 5}, {'name': '@ABC', 'frequency': 3}, {'name': '@NBC', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 1}, {'name': '@greta', 'frequency': 1}, {'name': '@TraceAdkins', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",23
166,"[{'name': '@CNN', 'frequency': 1}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 3}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@MarkHalperin', 'frequency': 1}, {'name': '@meetthepress', 'frequency': 1}]",10
167,"[{'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}]",3
168,"[{'name': '@CNN', 'frequency': 4}, {'name': '@FoxNews', 'frequency': 4}, {'name': '@IngrahamAngle', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 2}, {'name': '@60Minutes', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 4}, {'name': '@ScottWalker', 'frequency': 2}, {'name': '@mike', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Mike', 'frequency': 2}, {'name': '@Trump', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 1}, {'name': '@The', 'frequency': 1}]",27
169,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 4}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 3}, {'name': '@mike', 'frequency': 1}, {'name': '@Reince', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@Mike', 'frequency': 2}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@David', 'frequency': 2}]",22
170,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 3}]",6
171,"[{'name': '@nytimes', 'frequency': 2}, {'name': '@CNN', 'frequency': 5}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 4}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@greta', 'frequency': 1}]",17
172,"[{'name': '@nytimes', 'frequency': 3}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@JudgeJeanine', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@ScottWalker', 'frequency': 1}, {'name': '@Reince', 'frequency': 1}, {'name': '@J', 'frequency': 2}]",14
173,"[{'name': '@CNN', 'frequency': 2}, {'name': '@MSNBC', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 3}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 6}, {'name': '@DiamondandSilk', 'frequency': 1}, {'name': '@Morning', 'frequency': 4}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@morningmika', 'frequency': 3}, {'name': '@kimguilfoyle', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@JoeNBC', 'frequency': 1}, {'name': '@J', 'frequency': 4}]",32
174,"[{'name': '@CNN', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 3}, {'name': '@mike', 'frequency': 2}, {'name': '@Morning', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@morningmika', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 1}]",15
175,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 5}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 7}, {'name': '@NBC', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 2}, {'name': '@Mike', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}]",23
176,"[{'name': '@nytimes', 'frequency': 4}, {'name': '@CNN', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@jimmyfallon', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@FallonTonight', 'frequency': 1}, {'name': '@CNBC', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",16
177,"[{'name': '@CNN', 'frequency': 1}, {'name': '@seanhannity', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 2}, {'name': '@DiamondandSilk', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@SenTedCruz', 'frequency': 1}]",12
178,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 4}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@WSJ', 'frequency': 1}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@WashTimes', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@HillaryClinton', 'frequency': 8}, {'name': '@donlemon', 'frequency': 1}]",21
179,"[{'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@FrankLuntz', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 10}, {'name': '@mike', 'frequency': 7}, {'name': '@Mike', 'frequency': 2}, {'name': '@HillaryClinton', 'frequency': 2}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",27
180,"[{'name': '@nytimes', 'frequency': 2}, {'name': '@CNN', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 4}, {'name': '@Mike', 'frequency': 1}, {'name': '@HillaryClinton', 'frequency': 9}, {'name': '@AC360', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",21
181,"[{'name': '@CNN', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 6}, {'name': '@mike', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 2}, {'name': '@HillaryClinton', 'frequency': 13}, {'name': '@Rosie', 'frequency': 1}]",26
182,"[{'name': '@DRUDGE', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@piersmorgan', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",5
183,"[{'name': '@washingtonpost', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@ScottWalker', 'frequency': 1}, {'name': '@ABC', 'frequency': 1}, {'name': '@mike', 'frequency': 1}]",5
184,"[{'name': '@CNN', 'frequency': 1}]",1
185,"[{'name': '@nytimes', 'frequency': 6}, {'name': '@60Minutes', 'frequency': 1}]",7
186,"[{'name': '@nytimes', 'frequency': 4}, {'name': '@nbcsnl', 'frequency': 1}, {'name': '@nbc', 'frequency': 1}]",6
187,"[{'name': '@CNN', 'frequency': 5}, {'name': '@TigerWoods', 'frequency': 1}, {'name': '@mike', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",8
188,"[{'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@mike', 'frequency': 2}, {'name': '@FoxNewsSunday', 'frequency': 1}, {'name': '@RealBenCarson', 'frequency': 1}]",8
189,"[{'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@VanityFair', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",6
190,"[{'name': '@NBCNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@mike', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 1}]",5
191,"[{'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",7
192,"[{'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 1}]",4
193,"[{'name': '@OANN', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@chucktodd', 'frequency': 1}]",7
194,"[{'name': '@CNN', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@NBCNews', 'frequency': 2}, {'name': '@WSJ', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 2}, {'name': '@NBC', 'frequency': 3}, {'name': '@The', 'frequency': 2}]",14
195,"[{'name': '@nytimes', 'frequency': 2}, {'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@WhiteHouse', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@DHSgov', 'frequency': 1}, {'name': '@VP', 'frequency': 3}, {'name': '@GOP', 'frequency': 2}, {'name': '@ABC', 'frequency': 3}, {'name': '@SenateMajLdr', 'frequency': 1}, {'name': '@SpeakerRyan', 'frequency': 2}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@David', 'frequency': 2}]",25
196,"[{'name': '@nytimes', 'frequency': 2}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@The', 'frequency': 1}]",5
197,"[{'name': '@nytimes', 'frequency': 3}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 4}, {'name': '@The', 'frequency': 2}]",10
198,"[{'name': '@nytimes', 'frequency': 4}, {'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 4}, {'name': '@MSNBC', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@NBCNews', 'frequency': 2}, {'name': '@VP', 'frequency': 1}, {'name': '@marcorubio', 'frequency': 1}, {'name': '@ABC', 'frequency': 1}, {'name': '@NBC', 'frequency': 2}, {'name': '@J', 'frequency': 2}]",21
199,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}]",4
200,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}]",3
201,"[{'name': '@foxandfriends', 'frequency': 3}, {'name': '@WhiteHouse', 'frequency': 3}, {'name': '@VP', 'frequency': 1}, {'name': '@RandPaul', 'frequency': 1}]",8
202,"[{'name': '@WhiteHouse', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@TuckerCarlson', 'frequency': 1}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@VP', 'frequency': 2}, {'name': '@NBC', 'frequency': 1}]",8
203,"[{'name': '@WhiteHouse', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@JudgeJeanine', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",4
204,"[{'name': '@nytimes', 'frequency': 3}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@WhiteHouse', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@FLOTUS', 'frequency': 1}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@VP', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@J', 'frequency': 4}]",17
205,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@WhiteHouse', 'frequency': 5}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}, {'name': '@VP', 'frequency': 1}]",9
206,"[{'name': '@MariaBartiromo', 'frequency': 1}, {'name': '@FoxBusiness', 'frequency': 1}, {'name': '@USNavy', 'frequency': 1}]",3
207,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@WhiteHouse', 'frequency': 1}]",4
208,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@LouDobbs', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 2}, {'name': '@IvankaTrump', 'frequency': 1}]",6
209,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@VP', 'frequency': 1}, {'name': '@FaceTheNation', 'frequency': 1}]",3
210,"[{'name': '@CNN', 'frequency': 1}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}, {'name': '@JudgeJeanine', 'frequency': 1}, {'name': '@VP', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",7
211,"[{'name': '@WhiteHouse', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}]",2
212,"[{'name': '@FLOTUS', 'frequency': 3}, {'name': '@Netanyahu', 'frequency': 2}]",5
213,"[{'name': '@WhiteHouse', 'frequency': 2}]",2
214,"[{'name': '@foxandfriends', 'frequency': 2}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@SenateMajLdr', 'frequency': 1}, {'name': '@SpeakerRyan', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",7
215,"[{'name': '@foxandfriends', 'frequency': 2}, {'name': '@IvankaTrump', 'frequency': 1}]",3
216,"[{'name': '@foxandfriends', 'frequency': 2}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}, {'name': '@VP', 'frequency': 1}, {'name': '@USNavy', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",8
217,"[{'name': '@nytimes', 'frequency': 2}, {'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@WhiteHouse', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@VP', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@Morning', 'frequency': 2}, {'name': '@J', 'frequency': 1}]",12
218,"[{'name': '@FoxNews', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}]",2
219,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}, {'name': '@EmmanuelMacron', 'frequency': 7}, {'name': '@VP', 'frequency': 1}, {'name': '@WashTimes', 'frequency': 1}, {'name': '@SenateMajLdr', 'frequency': 1}]",12
220,"[{'name': '@WhiteHouse', 'frequency': 2}, {'name': '@VP', 'frequency': 1}, {'name': '@USNavy', 'frequency': 1}]",4
221,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}]",7
222,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@DHSgov', 'frequency': 1}, {'name': '@FEMA', 'frequency': 1}]",3
223,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}]",2
224,"[{'name': '@foxandfriends', 'frequency': 2}, {'name': '@BreitbartNews', 'frequency': 1}]",3
225,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@DHSgov', 'frequency': 3}, {'name': '@FEMA', 'frequency': 2}, {'name': '@USNavy', 'frequency': 2}]",8
226,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 2}, {'name': '@IngrahamAngle', 'frequency': 1}, {'name': '@J', 'frequency': 1}]",5
227,"[{'name': '@WhiteHouse', 'frequency': 1}]",1
228,"[{'name': '@WhiteHouse', 'frequency': 1}, {'name': '@FLOTUS', 'frequency': 1}, {'name': '@FLGovScott', 'frequency': 1}]",3
