week,actors,cumulative
89,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 5}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 66}, {'name': '@GeraldoRivera', 'frequency': 6}, {'name': '@NBC', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 4}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@morningmika', 'frequency': 1}, {'name': '@Trump', 'frequency': 7}, {'name': '@JoeNBC', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@AP', 'frequency': 1}, {'name': '@J', 'frequency': 9}, {'name': '@The', 'frequency': 2}, {'name': '@TrumpDoral', 'frequency': 6}, {'name': '@MissUniverse', 'frequency': 9}, {'name': '@FoxNewsInsider', 'frequency': 1}, {'name': '@nbc', 'frequency': 4}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 13}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@RealPro4Real', 'frequency': 1}, {'name': '@Joan', 'frequency': 1}, {'name': '@LeezaGibbons', 'frequency': 1}, {'name': '@KenyaMoore', 'frequency': 3}, {'name': '@BrandiGlanville', 'frequency': 4}, {'name': '@CelebApprentice', 'frequency': 2}, {'name': '@IanZiering', 'frequency': 4}, {'name': '@TMZ', 'frequency': 1}]",162
90,"[{'name': '@foxandfriends', 'frequency': 2}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 80}, {'name': '@ABC', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@nypost', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 9}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 2}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@AP', 'frequency': 1}, {'name': '@J', 'frequency': 20}, {'name': '@The', 'frequency': 4}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@ShawnJohnson', 'frequency': 1}, {'name': '@MissUniverse', 'frequency': 5}, {'name': '@JenniferJJacobs', 'frequency': 5}, {'name': '@nbc', 'frequency': 3}, {'name': '@DMRegister', 'frequency': 6}, {'name': '@fitsnews', 'frequency': 4}, {'name': '@Chris', 'frequency': 1}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 17}, {'name': '@TrumpChicago', 'frequency': 3}, {'name': '@SixteenChicago', 'frequency': 2}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@not', 'frequency': 1}, {'name': '@SteveKingIA', 'frequency': 1}, {'name': '@Citizens', 'frequency': 1}, {'name': '@Joan', 'frequency': 8}, {'name': '@KenyaMoore', 'frequency': 2}, {'name': '@BrandiGlanville', 'frequency': 3}, {'name': '@AGSchneiderman', 'frequency': 1}, {'name': '@CelebApprentice', 'frequency': 6}, {'name': '@Lord', 'frequency': 1}]",208
91,"[{'name': '@FoxNews', 'frequency': 8}, {'name': '@BreitbartNews', 'frequency': 4}, {'name': '@EricTrump', 'frequency': 3}, {'name': '@marklevinshow', 'frequency': 1}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@GOP', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 110}, {'name': '@GeraldoRivera', 'frequency': 6}, {'name': '@ABC', 'frequency': 1}, {'name': '@NBC', 'frequency': 10}, {'name': '@nypost', 'frequency': 3}, {'name': '@IvankaTrump', 'frequency': 7}, {'name': '@oreillyfactor', 'frequency': 10}, {'name': '@DonaldJTrumpJr', 'frequency': 4}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@SenTedCruz', 'frequency': 2}, {'name': '@Trump', 'frequency': 9}, {'name': '@greta', 'frequency': 4}, {'name': '@KarlRove', 'frequency': 3}, {'name': '@J', 'frequency': 13}, {'name': '@politico', 'frequency': 1}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@MissUniverse', 'frequency': 3}, {'name': '@JenniferJJacobs', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@nbc', 'frequency': 3}, {'name': '@DMRegister', 'frequency': 2}, {'name': '@Newsmax', 'frequency': 5}, {'name': '@Chris', 'frequency': 3}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 29}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 2}, {'name': '@TrumpCollection', 'frequency': 2}, {'name': '@SteveKingIA', 'frequency': 1}, {'name': '@Citizens', 'frequency': 1}, {'name': '@bahia6085', 'frequency': 1}, {'name': '@Joan', 'frequency': 1}, {'name': '@LeezaGibbons', 'frequency': 1}, {'name': '@KenyaMoore', 'frequency': 7}, {'name': '@BrandiGlanville', 'frequency': 6}, {'name': '@MsVivicaFox', 'frequency': 2}, {'name': '@CelebApprentice', 'frequency': 1}, {'name': '@IanZiering', 'frequency': 6}, {'name': '@Kateplusmy8', 'frequency': 3}, {'name': '@Lord', 'frequency': 1}]",294
92,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 4}, {'name': '@realDonaldTrump', 'frequency': 66}, {'name': '@GeraldoRivera', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 5}, {'name': '@Mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@J', 'frequency': 11}, {'name': '@The', 'frequency': 1}, {'name': '@FoxNewsInsider', 'frequency': 1}, {'name': '@nbc', 'frequency': 3}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 21}, {'name': '@PianoBecca', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@Joan', 'frequency': 9}, {'name': '@KenyaMoore', 'frequency': 6}, {'name': '@BrandiGlanville', 'frequency': 3}, {'name': '@MsVivicaFox', 'frequency': 5}, {'name': '@CelebApprentice', 'frequency': 1}, {'name': '@IanZiering', 'frequency': 2}]",150
93,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@marklevinshow', 'frequency': 1}, {'name': '@foxnews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 89}, {'name': '@GeraldoRivera', 'frequency': 12}, {'name': '@ScottWalker', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@NBC', 'frequency': 3}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 3}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@nbcsnl', 'frequency': 1}, {'name': '@piersmorgan', 'frequency': 2}, {'name': '@Mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@realdonaldtrump', 'frequency': 2}, {'name': '@J', 'frequency': 6}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@davidaxelrod', 'frequency': 7}, {'name': '@Forbes', 'frequency': 3}, {'name': '@TrumpToronto', 'frequency': 3}, {'name': '@nbc', 'frequency': 2}, {'name': '@Newsmax', 'frequency': 3}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 13}, {'name': '@TrumpChicago', 'frequency': 3}, {'name': '@TrumpNewYork', 'frequency': 3}, {'name': '@TurnberryBuzz', 'frequency': 4}, {'name': '@TrumpWaikiki', 'frequency': 3}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@RealSQUEZZ', 'frequency': 1}, {'name': '@RealPro4Real', 'frequency': 1}, {'name': '@LeezaGibbons', 'frequency': 15}, {'name': '@KenyaMoore', 'frequency': 2}, {'name': '@kevinjonas', 'frequency': 2}, {'name': '@AGSchneiderman', 'frequency': 2}, {'name': '@MsVivicaFox', 'frequency': 10}, {'name': '@CelebApprentice', 'frequency': 1}]",218
94,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 40}, {'name': '@GeraldoRivera', 'frequency': 5}, {'name': '@TODAYshow', 'frequency': 2}, {'name': '@IvankaTrump', 'frequency': 4}, {'name': '@DonaldJTrumpJr', 'frequency': 4}, {'name': '@piersmorgan', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@J', 'frequency': 4}, {'name': '@GolfChannel', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@MissUniverse', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@nbc', 'frequency': 1}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@ApprenticeNBC', 'frequency': 5}, {'name': '@ryanbushby', 'frequency': 1}, {'name': '@Joan', 'frequency': 3}, {'name': '@LeezaGibbons', 'frequency': 5}, {'name': '@KenyaMoore', 'frequency': 1}, {'name': '@BrandiGlanville', 'frequency': 4}, {'name': '@kevinjonas', 'frequency': 4}]",103
95,"[{'name': '@washingtonpost', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 5}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 18}, {'name': '@CBSNews', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@NRO', 'frequency': 1}, {'name': '@TIME', 'frequency': 1}, {'name': '@DailyCaller', 'frequency': 1}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 1}]",39
96,"[{'name': '@seanhannity', 'frequency': 3}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 23}, {'name': '@Trump', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@DNorrell', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 1}, {'name': '@bahia6085', 'frequency': 1}]",37
97,"[{'name': '@foxandfriends', 'frequency': 5}, {'name': '@FoxNews', 'frequency': 7}, {'name': '@realDonaldTrump', 'frequency': 35}, {'name': '@NBC', 'frequency': 1}, {'name': '@CNBC', 'frequency': 1}, {'name': '@Trump', 'frequency': 16}, {'name': '@greta', 'frequency': 6}, {'name': '@J', 'frequency': 7}, {'name': '@TrumpDoral', 'frequency': 5}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@DNorrell', 'frequency': 6}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 2}, {'name': '@TrumpGolfLA', 'frequency': 6}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 1}, {'name': '@RealPro4Real', 'frequency': 4}]",105
98,"[{'name': '@foxandfriends', 'frequency': 4}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@FoxBusiness', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 39}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Trump', 'frequency': 3}, {'name': '@J', 'frequency': 6}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@fackinpeter', 'frequency': 2}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 2}]",63
99,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 4}, {'name': '@FoxNews', 'frequency': 5}, {'name': '@realDonaldTrump', 'frequency': 76}, {'name': '@marcorubio', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@Mike', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 6}, {'name': '@Trump', 'frequency': 8}, {'name': '@greta', 'frequency': 9}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@MELANIATRUMP', 'frequency': 2}, {'name': '@AP', 'frequency': 1}, {'name': '@tedcruz', 'frequency': 2}, {'name': '@J', 'frequency': 14}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@jacknicklaus', 'frequency': 2}, {'name': '@Macys', 'frequency': 1}, {'name': '@JenniferJJacobs', 'frequency': 1}, {'name': '@FoxNewsInsider', 'frequency': 2}, {'name': '@TrumpToronto', 'frequency': 3}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@fackinpeter', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 1}, {'name': '@CahlRStorrie', 'frequency': 2}, {'name': '@Joan', 'frequency': 1}]",153
100,"[{'name': '@foxandfriends', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 3}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 61}, {'name': '@oreillyfactor', 'frequency': 22}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@Trump', 'frequency': 2}, {'name': '@greta', 'frequency': 3}, {'name': '@J', 'frequency': 8}, {'name': '@The', 'frequency': 3}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@FoxNewsInsider', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@Chris', 'frequency': 3}, {'name': '@TrumpFerryPoint', 'frequency': 2}, {'name': '@TurnberryBuzz', 'frequency': 3}, {'name': '@hillarysusans', 'frequency': 4}, {'name': '@nikkio', 'frequency': 1}]",125
101,"[{'name': '@seanhannity', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 4}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 4}, {'name': '@marklevinshow', 'frequency': 1}, {'name': '@RandPaul', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 70}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 2}, {'name': '@Trump', 'frequency': 4}, {'name': '@greta', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 2}, {'name': '@J', 'frequency': 4}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@ShawnJohnson', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@BackOnTrackUSA', 'frequency': 2}, {'name': '@ariannahuff', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 1}, {'name': '@RealSQUEZZ', 'frequency': 2}, {'name': '@kyleraccio', 'frequency': 2}, {'name': '@TrumpGolfDC', 'frequency': 1}]",111
102,"[{'name': '@foxandfriends', 'frequency': 4}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@FoxBusiness', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 7}, {'name': '@EricTrump', 'frequency': 5}, {'name': '@TeamCavuto', 'frequency': 1}, {'name': '@GOP', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 143}, {'name': '@ScottWalker', 'frequency': 1}, {'name': '@mike', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 3}, {'name': '@Mike', 'frequency': 2}, {'name': '@HillaryClinton', 'frequency': 9}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@CNBC', 'frequency': 3}, {'name': '@Trump', 'frequency': 11}, {'name': '@MELANIATRUMP', 'frequency': 2}, {'name': '@tedcruz', 'frequency': 1}, {'name': '@J', 'frequency': 31}, {'name': '@politico', 'frequency': 2}, {'name': '@The', 'frequency': 4}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@JohnLegere', 'frequency': 16}, {'name': '@TMobile', 'frequency': 17}, {'name': '@TrumpTowerNY', 'frequency': 3}, {'name': '@BackOnTrackUSA', 'frequency': 2}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@Chris', 'frequency': 5}, {'name': '@TrumpLasVegas', 'frequency': 2}, {'name': '@fackinpeter', 'frequency': 1}, {'name': '@dcfoodsafety', 'frequency': 2}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@MasterBaxter8', 'frequency': 2}, {'name': '@TrumpGolfLA', 'frequency': 3}, {'name': '@belllabooo13', 'frequency': 1}, {'name': '@espn', 'frequency': 1}, {'name': '@TrumpGolfDC', 'frequency': 1}, {'name': '@sternshow', 'frequency': 1}, {'name': '@RealPro4Real', 'frequency': 2}, {'name': '@Jackshallis', 'frequency': 2}]",305
103,"[{'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 6}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@JudgeJeanine', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 6}, {'name': '@GOP', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 118}, {'name': '@GeraldoRivera', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 2}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@Trump', 'frequency': 6}, {'name': '@JoeNBC', 'frequency': 1}, {'name': '@greta', 'frequency': 1}, {'name': '@AP', 'frequency': 1}, {'name': '@J', 'frequency': 28}, {'name': '@PeteRose', 'frequency': 1}, {'name': '@The', 'frequency': 2}, {'name': '@NRO', 'frequency': 11}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@DNorrell', 'frequency': 1}, {'name': '@stephenfhayes', 'frequency': 11}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@cspan', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@fackinpeter', 'frequency': 2}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TurnberryBuzz', 'frequency': 2}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 3}, {'name': '@belllabooo13', 'frequency': 2}, {'name': '@hillarysusans', 'frequency': 6}]",230
104,"[{'name': '@foxandfriends', 'frequency': 9}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@FoxBusiness', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 53}, {'name': '@CBSNews', 'frequency': 1}, {'name': '@Trump', 'frequency': 8}, {'name': '@AP', 'frequency': 1}, {'name': '@GolfChannel', 'frequency': 2}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@BackOnTrackUSA', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@PianoBecca', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@SixteenChicago', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 3}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@kyleraccio', 'frequency': 1}]",99
105,"[{'name': '@washingtonpost', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 13}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@NRA', 'frequency': 4}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 61}, {'name': '@kilmeade', 'frequency': 7}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 2}, {'name': '@ericbolling', 'frequency': 1}, {'name': '@Trump', 'frequency': 11}, {'name': '@realdonaldtrump', 'frequency': 2}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 2}, {'name': '@David', 'frequency': 3}, {'name': '@DailyCaller', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 2}, {'name': '@BarackObama', 'frequency': 1}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@TrumpLasVegas', 'frequency': 2}, {'name': '@fackinpeter', 'frequency': 1}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 2}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 2}, {'name': '@Citizens', 'frequency': 1}, {'name': '@hillarysusans', 'frequency': 1}]",137
106,"[{'name': '@foxandfriends', 'frequency': 4}, {'name': '@ByronYork', 'frequency': 2}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 40}, {'name': '@kilmeade', 'frequency': 1}, {'name': '@Morning', 'frequency': 2}, {'name': '@TheBrodyFile', 'frequency': 2}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 2}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@Trump', 'frequency': 3}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@MarkHalperin', 'frequency': 1}, {'name': '@J', 'frequency': 8}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 1}, {'name': '@nfl', 'frequency': 3}, {'name': '@SteveKingIA', 'frequency': 1}]",87
107,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 6}, {'name': '@FoxNews', 'frequency': 12}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 90}, {'name': '@ABC', 'frequency': 2}, {'name': '@oreillyfactor', 'frequency': 9}, {'name': '@TheBrodyFile', 'frequency': 2}, {'name': '@megynkelly', 'frequency': 26}, {'name': '@Trump', 'frequency': 3}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 2}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@FoxNewsInsider', 'frequency': 4}, {'name': '@DNorrell', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 2}, {'name': '@cspan', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@fackinpeter', 'frequency': 1}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 2}, {'name': '@CahlRStorrie', 'frequency': 1}, {'name': '@ryanbushby', 'frequency': 1}, {'name': '@SRQRepublicans', 'frequency': 13}, {'name': '@RealSQUEZZ', 'frequency': 2}, {'name': '@not', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}]",192
108,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 8}, {'name': '@FoxBusiness', 'frequency': 1}, {'name': '@AnnCoulter', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 63}, {'name': '@jimmyfallon', 'frequency': 1}, {'name': '@nypost', 'frequency': 2}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@kimguilfoyle', 'frequency': 1}, {'name': '@Trump', 'frequency': 14}, {'name': '@greta', 'frequency': 7}, {'name': '@MELANIATRUMP', 'frequency': 5}, {'name': '@J', 'frequency': 6}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@jacknicklaus', 'frequency': 6}, {'name': '@FoxNewsInsider', 'frequency': 4}, {'name': '@Forbes', 'frequency': 1}, {'name': '@DNorrell', 'frequency': 2}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 11}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@Letterman', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 2}]",149
109,"[{'name': '@foxandfriends', 'frequency': 4}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 61}, {'name': '@mike', 'frequency': 2}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@greta', 'frequency': 4}, {'name': '@J', 'frequency': 6}, {'name': '@The', 'frequency': 2}, {'name': '@krauthammer', 'frequency': 5}, {'name': '@Forbes', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@SixteenChicago', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}]",103
110,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@GOP', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 22}, {'name': '@DonaldJTrumpJr', 'frequency': 2}, {'name': '@Trump', 'frequency': 10}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@J', 'frequency': 10}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@rushlimbaugh', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 3}, {'name': '@TrumpNewYork', 'frequency': 1}]",64
